X,Y,month,town,flat_type,block,street_name,address,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price
103.7069801,1.3464953,2020-07,JURONG WEST,5 ROOM,"267",BOON LAY DR,267 BOON LAY DR,01 TO 03,"121",Improved,"1998",77 years 01 month,"360000"
103.7148665,1.3431511,2020-07,JURONG WEST,5 ROOM,"200",BOON LAY DR,200 BOON LAY DR,10 TO 12,"121",Standard,"1976",55 years 04 months,"390000"
103.7146421,1.3438553,2020-07,JURONG WEST,5 ROOM,"199",BOON LAY DR,199 BOON LAY DR,01 TO 03,"121",Standard,"1976",55 years 04 months,"360000"
103.7124483,1.3461938,2020-07,JURONG WEST,5 ROOM,"221",BOON LAY PL,221 BOON LAY PL,04 TO 06,"109",Standard,"1979",57 years 11 months,"323000"
103.7151179,1.3463616,2020-07,JURONG WEST,5 ROOM,"209",BOON LAY PL,209 BOON LAY PL,10 TO 12,"130",Adjoined flat,"1976",54 years 10 months,"408000"
103.7255263,1.3514301,2020-07,JURONG WEST,5 ROOM,"427",JURONG WEST AVE 1,427 JURONG WEST AVE 1,07 TO 09,"136",Model A,"1985",63 years 09 months,"440000"
103.7229014,1.3520927,2020-07,JURONG WEST,5 ROOM,"436",JURONG WEST AVE 1,436 JURONG WEST AVE 1,04 TO 06,"133",Model A,"1985",64 years,"438000"
103.7067447,1.3413112,2020-07,JURONG WEST,5 ROOM,"690",JURONG WEST CTRL 1,690 JURONG WEST CTRL 1,04 TO 06,"120",Premium Apartment,"1998",76 years 11 months,"488000"
103.7054326,1.34326,2020-07,JURONG WEST,5 ROOM,682C,JURONG WEST CTRL 1,682C JURONG WEST CTRL 1,01 TO 03,"115",Premium Apartment,"2000",79 years 02 months,"430000"
103.7049836,1.3505958,2020-07,JURONG WEST,5 ROOM,272B,JURONG WEST ST 24,272B JURONG WEST ST 24,04 TO 06,"112",Premium Apartment,"2003",82 years 03 months,"375000"
103.7049836,1.3501561,2020-07,JURONG WEST,5 ROOM,271D,JURONG WEST ST 24,271D JURONG WEST ST 24,13 TO 15,"112",Premium Apartment,"2003",82 years 03 months,"390000"
103.7146629,1.3529513,2020-07,JURONG WEST,5 ROOM,"547",JURONG WEST ST 42,547 JURONG WEST ST 42,01 TO 03,"137",Model A-Maisonette,"1984",63 years 01 month,"510000"
103.7212918,1.3452021,2020-07,JURONG WEST,5 ROOM,517A,JURONG WEST ST 52,517A JURONG WEST ST 52,16 TO 18,"116",Improved,"2000",78 years 11 months,"680000"
103.716159,1.3484434,2020-07,JURONG WEST,5 ROOM,"529",JURONG WEST ST 52,529 JURONG WEST ST 52,01 TO 03,"118",Improved,"1982",61 years 01 month,"450000"
103.716159,1.3484434,2020-07,JURONG WEST,5 ROOM,"529",JURONG WEST ST 52,529 JURONG WEST ST 52,07 TO 09,"118",Improved,"1982",61 years 01 month,"470000"
103.7160235,1.3492135,2020-07,JURONG WEST,5 ROOM,"532",JURONG WEST ST 52,532 JURONG WEST ST 52,10 TO 12,"118",Improved,"1982",61 years 01 month,"475000"
103.716159,1.3484434,2020-07,JURONG WEST,5 ROOM,"529",JURONG WEST ST 52,529 JURONG WEST ST 52,10 TO 12,"118",Improved,"1982",61 years,"472000"
103.7161587,1.3468317,2020-07,JURONG WEST,5 ROOM,"523",JURONG WEST ST 52,523 JURONG WEST ST 52,10 TO 12,"118",Improved,"1982",60 years 10 months,"480000"
103.6965653,1.3369442,2020-07,JURONG WEST,5 ROOM,653A,JURONG WEST ST 61,653A JURONG WEST ST 61,01 TO 03,"111",Improved,"2002",81 years 04 months,"388000"
103.6990985,1.3407321,2020-07,JURONG WEST,5 ROOM,"622",JURONG WEST ST 61,622 JURONG WEST ST 61,10 TO 12,"110",Improved,"2001",79 years 07 months,"450000"
103.696565,1.3392815,2020-07,JURONG WEST,5 ROOM,"645",JURONG WEST ST 61,645 JURONG WEST ST 61,16 TO 18,"120",Improved,"1998",77 years 02 months,"468000"
103.7001843,1.3397004,2020-07,JURONG WEST,5 ROOM,"601",JURONG WEST ST 62,601 JURONG WEST ST 62,04 TO 06,"115",Premium Apartment,"2001",79 years 06 months,"450000"
103.7042586,1.3451052,2020-07,JURONG WEST,5 ROOM,678A,JURONG WEST ST 64,678A JURONG WEST ST 64,01 TO 03,"110",Premium Apartment,"2008",86 years 11 months,"400000"
103.7045051,1.3357085,2020-07,JURONG WEST,5 ROOM,660A,JURONG WEST ST 64,660A JURONG WEST ST 64,16 TO 18,"110",Improved,"2001",80 years 01 month,"535000"
103.7048921,1.3456877,2020-07,JURONG WEST,5 ROOM,677A,JURONG WEST ST 64,677A JURONG WEST ST 64,04 TO 06,"110",Premium Apartment,"2008",86 years 11 months,"428000"
103.7007727,1.3365174,2020-07,JURONG WEST,5 ROOM,658B,JURONG WEST ST 65,658B JURONG WEST ST 65,07 TO 09,"112",Improved,"2001",80 years,"460000"
103.6980515,1.3425547,2020-07,JURONG WEST,5 ROOM,"636",JURONG WEST ST 65,636 JURONG WEST ST 65,07 TO 09,"110",Improved,"2001",80 years 05 months,"433000"
103.6988271,1.3430779,2020-07,JURONG WEST,5 ROOM,"634",JURONG WEST ST 65,634 JURONG WEST ST 65,16 TO 18,"110",Improved,"2001",80 years 05 months,"435000"
103.7007729,1.3372499,2020-07,JURONG WEST,5 ROOM,658D,JURONG WEST ST 65,658D JURONG WEST ST 65,07 TO 09,"111",Improved,"2001",80 years,"442000"
103.697835,1.3500506,2020-07,JURONG WEST,5 ROOM,"766",JURONG WEST ST 74,766 JURONG WEST ST 74,01 TO 03,"123",Improved,"1996",75 years,"398000"
103.692315,1.3467119,2020-07,JURONG WEST,5 ROOM,"851",JURONG WEST ST 81,851 JURONG WEST ST 81,01 TO 03,"129",Improved,"1996",74 years 10 months,"340000"
103.6934001,1.3439218,2020-07,JURONG WEST,5 ROOM,"838",JURONG WEST ST 81,838 JURONG WEST ST 81,07 TO 09,"122",Improved,"1989",68 years 06 months,"365000"
103.695721,1.345967,2020-07,JURONG WEST,5 ROOM,"813",JURONG WEST ST 81,813 JURONG WEST ST 81,01 TO 03,"121",Improved,"1990",68 years 08 months,"350000"
103.6945091,1.3460584,2020-07,JURONG WEST,5 ROOM,"826",JURONG WEST ST 81,826 JURONG WEST ST 81,10 TO 12,"121",Improved,"1990",68 years 10 months,"388000"
103.6934001,1.3439218,2020-07,JURONG WEST,5 ROOM,"838",JURONG WEST ST 81,838 JURONG WEST ST 81,07 TO 09,"122",Improved,"1989",68 years 05 months,"386000"
103.6958433,1.3445672,2020-07,JURONG WEST,5 ROOM,"817",JURONG WEST ST 81,817 JURONG WEST ST 81,07 TO 09,"126",Improved,"1993",72 years 02 months,"418800"
103.6933981,1.3425961,2020-07,JURONG WEST,5 ROOM,"836",JURONG WEST ST 81,836 JURONG WEST ST 81,07 TO 09,"125",Improved,"1993",71 years 11 months,"390000"
103.6896664,1.3435574,2020-07,JURONG WEST,5 ROOM,"942",JURONG WEST ST 91,942 JURONG WEST ST 91,07 TO 09,"122",Improved,"1989",68 years 02 months,"373000"
103.6889646,1.343354,2020-07,JURONG WEST,5 ROOM,"940",JURONG WEST ST 91,940 JURONG WEST ST 91,07 TO 09,"121",Improved,"1989",67 years 10 months,"392000"
103.6957283,1.3371138,2020-07,JURONG WEST,5 ROOM,986C,JURONG WEST ST 93,986C JURONG WEST ST 93,07 TO 09,"112",Premium Apartment,"2008",87 years 01 month,"475000"
103.6958416,1.3358952,2020-07,JURONG WEST,5 ROOM,988C,JURONG WEST ST 93,988C JURONG WEST ST 93,01 TO 03,"110",Premium Apartment,"2008",87 years 01 month,"420000"
103.723396,1.3278869,2020-07,JURONG WEST,5 ROOM,138B,YUAN CHING RD,138B YUAN CHING RD,10 TO 12,"105",DBSS,"2014",93 years 03 months,"670000"
103.723396,1.3278869,2020-07,JURONG WEST,5 ROOM,138B,YUAN CHING RD,138B YUAN CHING RD,07 TO 09,"108",DBSS,"2014",93 years 02 months,"688000"
103.7232324,1.3284768,2020-07,JURONG WEST,5 ROOM,138D,YUAN CHING RD,138D YUAN CHING RD,13 TO 15,"108",DBSS,"2014",93 years 02 months,"710000"
103.7225362,1.3285142,2020-07,JURONG WEST,5 ROOM,"158",YUNG LOH RD,158 YUNG LOH RD,04 TO 06,"125",Improved,"1996",74 years 08 months,"410000"
103.7214276,1.3334086,2020-07,JURONG WEST,5 ROOM,"177",YUNG SHENG RD,177 YUNG SHENG RD,10 TO 12,"116",Improved,"2001",79 years 10 months,"445000"
103.6971104,1.3459519,2020-07,JURONG WEST,EXECUTIVE,"726",JURONG WEST AVE 5,726 JURONG WEST AVE 5,04 TO 06,"146",Maisonette,"1992",71 years 02 months,"560000"
103.7046995,1.3418097,2020-07,JURONG WEST,EXECUTIVE,686B,JURONG WEST CTRL 1,686B JURONG WEST CTRL 1,04 TO 06,"132",Premium Apartment,"2000",79 years 04 months,"600000"
103.7046995,1.3418097,2020-07,JURONG WEST,EXECUTIVE,686A,JURONG WEST CTRL 1,686A JURONG WEST CTRL 1,04 TO 06,"132",Premium Apartment,"2000",79 years 03 months,"590000"
103.7055253,1.3445851,2020-07,JURONG WEST,EXECUTIVE,680A,JURONG WEST CTRL 1,680A JURONG WEST CTRL 1,10 TO 12,"134",Premium Apartment,"2000",78 years 11 months,"596000"
103.7032383,1.3528156,2020-07,JURONG WEST,EXECUTIVE,274B,JURONG WEST ST 25,274B JURONG WEST ST 25,04 TO 06,"126",Apartment,"2002",80 years 07 months,"415000"
103.7032383,1.3528156,2020-07,JURONG WEST,EXECUTIVE,274B,JURONG WEST ST 25,274B JURONG WEST ST 25,10 TO 12,"126",Apartment,"2002",80 years 06 months,"405000"
103.7032383,1.3528156,2020-07,JURONG WEST,EXECUTIVE,274B,JURONG WEST ST 25,274B JURONG WEST ST 25,10 TO 12,"126",Apartment,"2002",80 years 06 months,"410000"
103.7222677,1.3482252,2020-07,JURONG WEST,EXECUTIVE,"472",JURONG WEST ST 41,472 JURONG WEST ST 41,01 TO 03,"151",Maisonette,"1985",64 years 02 months,"600000"
103.7256133,1.3540606,2020-07,JURONG WEST,EXECUTIVE,"409",JURONG WEST ST 42,409 JURONG WEST ST 42,10 TO 12,"148",Maisonette,"1985",64 years 02 months,"700000"
103.7177397,1.3535931,2020-07,JURONG WEST,EXECUTIVE,"556",JURONG WEST ST 42,556 JURONG WEST ST 42,10 TO 12,"151",Maisonette,"1986",64 years 11 months,"532000"
103.7175587,1.3543268,2020-07,JURONG WEST,EXECUTIVE,"558",JURONG WEST ST 42,558 JURONG WEST ST 42,10 TO 12,"148",Maisonette,"1985",63 years 11 months,"510000"
103.7032609,1.3429793,2020-07,JURONG WEST,EXECUTIVE,669A,JURONG WEST ST 64,669A JURONG WEST ST 64,16 TO 18,"130",Apartment,"2000",79 years,"569000"
103.7032609,1.3429793,2020-07,JURONG WEST,EXECUTIVE,669A,JURONG WEST ST 64,669A JURONG WEST ST 64,13 TO 15,"130",Apartment,"2000",79 years,"596000"
103.7032609,1.3399026,2020-07,JURONG WEST,EXECUTIVE,665A,JURONG WEST ST 64,665A JURONG WEST ST 64,13 TO 15,"130",Apartment,"2000",78 years 09 months,"620000"
103.6989175,1.3419785,2020-07,JURONG WEST,EXECUTIVE,"627",JURONG WEST ST 65,627 JURONG WEST ST 65,16 TO 18,"130",Apartment,"2001",80 years 02 months,"568000"
103.7018603,1.3441299,2020-07,JURONG WEST,EXECUTIVE,671B,JURONG WEST ST 65,671B JURONG WEST ST 65,10 TO 12,"125",Apartment,"2002",81 years 01 month,"535000"
103.7002735,1.3382374,2020-07,JURONG WEST,EXECUTIVE,"608",JURONG WEST ST 65,608 JURONG WEST ST 65,10 TO 12,"133",Premium Apartment,"2001",79 years 10 months,"586000"
103.7218348,1.3275113,2020-07,JURONG WEST,EXECUTIVE,"154",YUNG HO RD,154 YUNG HO RD,10 TO 12,"147",Maisonette,"1991",69 years 10 months,"538000"
103.8836565,1.3025234,2020-07,KALLANG/WHAMPOA,2 ROOM,"7",JLN BATU,7 JLN BATU,07 TO 09,"50",Standard,"1970",49 years,"195000"
103.859081,1.3237858,2020-07,KALLANG/WHAMPOA,2 ROOM,"7",SAINT GEORGE'S LANE,7 SAINT GEORGE'S LANE,07 TO 09,"45",Improved,"1986",64 years 10 months,"225000"
103.8640669,1.3194372,2020-07,KALLANG/WHAMPOA,3 ROOM,"30",BENDEMEER RD,30 BENDEMEER RD,10 TO 12,"68",Improved,"1972",50 years 07 months,"320000"
103.8658199,1.321074,2020-07,KALLANG/WHAMPOA,3 ROOM,"43",BENDEMEER RD,43 BENDEMEER RD,07 TO 09,"63",Standard,"1981",59 years 06 months,"245000"
103.8517432,1.3110963,2020-07,KALLANG/WHAMPOA,3 ROOM,"15",FARRER PK RD,15 FARRER PK RD,19 TO 21,"62",Model A,"2004",83 years,"490000"
103.8714766,1.3221502,2020-07,KALLANG/WHAMPOA,3 ROOM,"93",GEYLANG BAHRU,93 GEYLANG BAHRU,07 TO 09,"68",New Generation,"1979",57 years 06 months,"330000"
103.8690181,1.3234434,2020-07,KALLANG/WHAMPOA,3 ROOM,"57",GEYLANG BAHRU,57 GEYLANG BAHRU,04 TO 06,"65",Improved,"1974",53 years,"260000"
103.8690181,1.3234434,2020-07,KALLANG/WHAMPOA,3 ROOM,"57",GEYLANG BAHRU,57 GEYLANG BAHRU,01 TO 03,"65",Improved,"1974",53 years 01 month,"265000"
103.8712678,1.3215762,2020-07,KALLANG/WHAMPOA,3 ROOM,"72",GEYLANG BAHRU,72 GEYLANG BAHRU,10 TO 12,"59",Improved,"1974",52 years 08 months,"275000"
103.8714766,1.3221502,2020-07,KALLANG/WHAMPOA,3 ROOM,"93",GEYLANG BAHRU,93 GEYLANG BAHRU,04 TO 06,"68",New Generation,"1979",57 years 06 months,"320000"
103.8690181,1.3234434,2020-07,KALLANG/WHAMPOA,3 ROOM,"57",GEYLANG BAHRU,57 GEYLANG BAHRU,13 TO 15,"76",Improved,"1974",53 years 03 months,"305000"
103.8580845,1.3262064,2020-07,KALLANG/WHAMPOA,3 ROOM,"32",JLN BAHAGIA,32 JLN BAHAGIA,01 TO 03,"56",Standard,"1971",49 years 07 months,"190000"
103.8590131,1.326073,2020-07,KALLANG/WHAMPOA,3 ROOM,"27",JLN BAHAGIA,27 JLN BAHAGIA,01 TO 03,"56",Standard,"1970",49 years,"191000"
103.8839963,1.3015525,2020-07,KALLANG/WHAMPOA,3 ROOM,"5",JLN BATU,5 JLN BATU,07 TO 09,"60",Standard,"1969",47 years 06 months,"258000"
103.8579016,1.3285111,2020-07,KALLANG/WHAMPOA,3 ROOM,"64",JLN MA'MOR,64 JLN MA'MOR,01 TO 03,"126",Terrace,"1972",51 years,"880000"
103.8683218,1.3210258,2020-07,KALLANG/WHAMPOA,3 ROOM,"63",KALLANG BAHRU,63 KALLANG BAHRU,10 TO 12,"65",Improved,"1974",52 years 07 months,"255000"
103.8684124,1.3203667,2020-07,KALLANG/WHAMPOA,3 ROOM,"64",KALLANG BAHRU,64 KALLANG BAHRU,04 TO 06,"65",Improved,"1974",52 years 06 months,"261000"
103.8842228,1.3001984,2020-07,KALLANG/WHAMPOA,3 ROOM,"14",KG ARANG RD,14 KG ARANG RD,07 TO 09,"103",New Generation,"1984",63 years 01 month,"505000"
103.883815,1.3036012,2020-07,KALLANG/WHAMPOA,3 ROOM,"1",KG KAYU RD,1 KG KAYU RD,04 TO 06,"62",Standard,"1984",63 years 03 months,"300000"
103.854257,1.325222,2020-07,KALLANG/WHAMPOA,3 ROOM,"76",LOR LIMAU,76 LOR LIMAU,10 TO 12,"65",Improved,"1973",52 years 01 month,"252000"
103.8546356,1.3250142,2020-07,KALLANG/WHAMPOA,3 ROOM,"77",LOR LIMAU,77 LOR LIMAU,01 TO 03,"59",Improved,"1973",52 years,"215000"
103.8503779,1.3155116,2020-07,KALLANG/WHAMPOA,3 ROOM,"44",OWEN RD,44 OWEN RD,04 TO 06,"82",New Generation,"1979",57 years 11 months,"390000"
103.8598286,1.3231842,2020-07,KALLANG/WHAMPOA,3 ROOM,"5",SAINT GEORGE'S LANE,5 SAINT GEORGE'S LANE,01 TO 03,"68",New Generation,"1981",59 years 11 months,"339000"
103.8541849,1.3216896,2020-07,KALLANG/WHAMPOA,3 ROOM,"98",WHAMPOA DR,98 WHAMPOA DR,04 TO 06,"65",Improved,"1974",52 years 08 months,"245000"
103.8565444,1.3239466,2020-07,KALLANG/WHAMPOA,3 ROOM,"82",WHAMPOA DR,82 WHAMPOA DR,07 TO 09,"66",Improved,"1974",53 years,"250000"
103.8612552,1.3160906,2020-07,KALLANG/WHAMPOA,4 ROOM,"9",BOON KENG RD,9 BOON KENG RD,28 TO 30,"95",DBSS,"2011",89 years 06 months,"883000"
103.8521055,1.3124843,2020-07,KALLANG/WHAMPOA,4 ROOM,"11",FARRER PK RD,11 FARRER PK RD,04 TO 06,"90",Model A,"2004",83 years,"590000"
103.8518338,1.3121932,2020-07,KALLANG/WHAMPOA,4 ROOM,"12",FARRER PK RD,12 FARRER PK RD,19 TO 21,"90",Model A,"2004",83 years,"700000"
103.86805,1.3232956,2020-07,KALLANG/WHAMPOA,4 ROOM,"58",GEYLANG BAHRU,58 GEYLANG BAHRU,13 TO 15,"100",Model A,"2000",79 years,"630000"
103.8826371,1.3016333,2020-07,KALLANG/WHAMPOA,4 ROOM,"11",JLN BATU,11 JLN BATU,01 TO 03,"105",New Generation,"1986",64 years 06 months,"520000"
103.850839,1.3288769,2020-07,KALLANG/WHAMPOA,4 ROOM,"101",JLN RAJAH,101 JLN RAJAH,13 TO 15,"94",New Generation,"1980",59 years 05 months,"440000"
103.8594434,1.3199055,2020-07,KALLANG/WHAMPOA,4 ROOM,108C,MCNAIR RD,108C MCNAIR RD,22 TO 24,"90",Model A,"2005",83 years 07 months,"710000"
103.8626161,1.3244599,2020-07,KALLANG/WHAMPOA,4 ROOM,"19",SAINT GEORGE'S RD,19 SAINT GEORGE'S RD,04 TO 06,"92",New Generation,"1984",63 years 05 months,"425000"
103.873033,1.3139023,2020-07,KALLANG/WHAMPOA,4 ROOM,3C,UPP BOON KENG RD,3C UPP BOON KENG RD,10 TO 12,"90",Model A,"2006",85 years 01 month,"688000"
103.8556385,1.3215369,2020-07,KALLANG/WHAMPOA,4 ROOM,"96",WHAMPOA DR,96 WHAMPOA DR,07 TO 09,"91",Improved,"1974",52 years 06 months,"345000"
103.8618567,1.3168213,2020-07,KALLANG/WHAMPOA,5 ROOM,"7",BOON KENG RD,7 BOON KENG RD,10 TO 12,"109",DBSS,"2011",89 years 07 months,"918888"
103.8617448,1.3164673,2020-07,KALLANG/WHAMPOA,5 ROOM,"8",BOON KENG RD,8 BOON KENG RD,07 TO 09,"115",DBSS,"2011",89 years 06 months,"940000"
103.8617448,1.3164673,2020-07,KALLANG/WHAMPOA,5 ROOM,"8",BOON KENG RD,8 BOON KENG RD,13 TO 15,"117",DBSS,"2011",89 years 06 months,"970000"
103.8600775,1.3279514,2020-07,KALLANG/WHAMPOA,5 ROOM,"18",JLN TENTERAM,18 JLN TENTERAM,19 TO 21,"105",Improved,"2004",83 years,"657000"
103.8602587,1.3222424,2020-07,KALLANG/WHAMPOA,5 ROOM,4B,SAINT GEORGE'S LANE,4B SAINT GEORGE'S LANE,01 TO 03,"124",Improved,"1996",75 years 05 months,"600000"
103.8728509,1.3134077,2020-07,KALLANG/WHAMPOA,5 ROOM,3D,UPP BOON KENG RD,3D UPP BOON KENG RD,22 TO 24,"110",Improved,"2006",85 years 01 month,"913000"
103.9126544,1.305066,2020-07,MARINE PARADE,3 ROOM,"46",MARINE CRES,46 MARINE CRES,07 TO 09,"65",Improved,"1975",54 years,"350000"
103.9111817,1.3042516,2020-07,MARINE PARADE,3 ROOM,"30",MARINE CRES,30 MARINE CRES,07 TO 09,"65",Improved,"1975",53 years 10 months,"315000"
103.9117708,1.3031148,2020-07,MARINE PARADE,3 ROOM,"32",MARINE CRES,32 MARINE CRES,13 TO 15,"76",Improved,"1975",53 years 10 months,"465000"
103.9123146,1.303843,2020-07,MARINE PARADE,3 ROOM,"34",MARINE CRES,34 MARINE CRES,07 TO 09,"59",Improved,"1975",53 years 10 months,"280000"
103.9097344,1.3034055,2020-07,MARINE PARADE,3 ROOM,"65",MARINE DR,65 MARINE DR,10 TO 12,"65",Improved,"1976",54 years 09 months,"380000"
103.9097344,1.3034055,2020-07,MARINE PARADE,3 ROOM,"65",MARINE DR,65 MARINE DR,10 TO 12,"65",Improved,"1976",54 years 08 months,"415000"
103.9097344,1.3034055,2020-07,MARINE PARADE,3 ROOM,"65",MARINE DR,65 MARINE DR,10 TO 12,"65",Improved,"1976",54 years 08 months,"398888"
103.9161086,1.3043647,2020-07,MARINE PARADE,3 ROOM,"8",MARINE TER,8 MARINE TER,07 TO 09,"76",Improved,"1975",53 years 06 months,"375000"
103.9090404,1.3026702,2020-07,MARINE PARADE,4 ROOM,"62",MARINE DR,62 MARINE DR,04 TO 06,"87",Improved,"1976",54 years 06 months,"520000"
103.914176,1.3037678,2020-07,MARINE PARADE,4 ROOM,"17",MARINE TER,17 MARINE TER,07 TO 09,"82",Improved,"1975",53 years 08 months,"445000"
103.915014,1.3053023,2020-07,MARINE PARADE,4 ROOM,"54",MARINE TER,54 MARINE TER,16 TO 18,"88",Improved,"1975",53 years 06 months,"538000"
103.9083649,1.3042836,2020-07,MARINE PARADE,5 ROOM,"72",MARINE DR,72 MARINE DR,04 TO 06,"120",Standard,"1977",55 years 07 months,"735000"
103.9477644,1.3694241,2020-07,PASIR RIS,2 ROOM,527C,PASIR RIS ST 51,527C PASIR RIS ST 51,07 TO 09,"47",Model A,"2015",94 years 01 month,"263000"
103.947757,1.3690061,2020-07,PASIR RIS,2 ROOM,527B,PASIR RIS ST 51,527B PASIR RIS ST 51,07 TO 09,"47",Model A,"2015",94 years 01 month,"260000"
103.9477644,1.3694241,2020-07,PASIR RIS,2 ROOM,527C,PASIR RIS ST 51,527C PASIR RIS ST 51,07 TO 09,"47",Model A,"2015",94 years,"265000"
103.9478702,1.3696144,2020-07,PASIR RIS,2 ROOM,527D,PASIR RIS ST 51,527D PASIR RIS ST 51,10 TO 12,"47",Model A,"2015",94 years,"285000"
103.986908,1.3887838,2020-07,PASIR RIS,3 ROOM,"5",CHANGI VILLAGE RD,5 CHANGI VILLAGE RD,04 TO 06,"66",Improved,"1981",60 years,"277000"
103.9477898,1.3701879,2020-07,PASIR RIS,3 ROOM,528A,PASIR RIS ST 51,528A PASIR RIS ST 51,13 TO 15,"68",Model A,"2015",94 years 01 month,"385000"
103.9477898,1.3701879,2020-07,PASIR RIS,3 ROOM,528A,PASIR RIS ST 51,528A PASIR RIS ST 51,01 TO 03,"68",Model A,"2015",94 years 01 month,"370000"
103.9477644,1.3694241,2020-07,PASIR RIS,3 ROOM,527C,PASIR RIS ST 51,527C PASIR RIS ST 51,10 TO 12,"68",Model A,"2015",94 years 01 month,"410000"
103.947757,1.3690061,2020-07,PASIR RIS,3 ROOM,527B,PASIR RIS ST 51,527B PASIR RIS ST 51,01 TO 03,"68",Model A,"2015",94 years 03 months,"360000"
103.9478702,1.3696144,2020-07,PASIR RIS,3 ROOM,527D,PASIR RIS ST 51,527D PASIR RIS ST 51,07 TO 09,"68",Model A,"2015",94 years 01 month,"378000"
103.9477898,1.3701879,2020-07,PASIR RIS,3 ROOM,528A,PASIR RIS ST 51,528A PASIR RIS ST 51,01 TO 03,"68",Model A,"2015",94 years,"375000"
103.9477898,1.3701879,2020-07,PASIR RIS,3 ROOM,528A,PASIR RIS ST 51,528A PASIR RIS ST 51,04 TO 06,"68",Model A,"2015",94 years,"380000"
103.9478702,1.3696144,2020-07,PASIR RIS,3 ROOM,527D,PASIR RIS ST 51,527D PASIR RIS ST 51,01 TO 03,"68",Model A,"2015",94 years,"378000"
103.9404348,1.3758223,2020-07,PASIR RIS,4 ROOM,"640",PASIR RIS DR 1,640 PASIR RIS DR 1,10 TO 12,"104",Model A,"1995",73 years 09 months,"400000"
103.9372536,1.3807488,2020-07,PASIR RIS,4 ROOM,"704",PASIR RIS DR 10,704 PASIR RIS DR 10,01 TO 03,"116",Model A,"1996",74 years 06 months,"453000"
103.9605424,1.3736681,2020-07,PASIR RIS,4 ROOM,"484",PASIR RIS DR 4,484 PASIR RIS DR 4,04 TO 06,"104",Model A,"1992",71 years 05 months,"385000"
103.9572993,1.3751425,2020-07,PASIR RIS,4 ROOM,"475",PASIR RIS DR 6,475 PASIR RIS DR 6,04 TO 06,"105",Model A,"1990",68 years 11 months,"428000"
103.9574548,1.3735613,2020-07,PASIR RIS,4 ROOM,"469",PASIR RIS DR 6,469 PASIR RIS DR 6,01 TO 03,"108",Model A,"1989",68 years 02 months,"395000"
103.9582253,1.3748191,2020-07,PASIR RIS,4 ROOM,"477",PASIR RIS DR 6,477 PASIR RIS DR 6,04 TO 06,"103",Model A,"1989",68 years 03 months,"418000"
103.9572993,1.3751425,2020-07,PASIR RIS,4 ROOM,"475",PASIR RIS DR 6,475 PASIR RIS DR 6,04 TO 06,"103",Model A,"1990",68 years 10 months,"410000"
103.9555963,1.3680973,2020-07,PASIR RIS,4 ROOM,"113",PASIR RIS ST 11,113 PASIR RIS ST 11,07 TO 09,"103",Model A,"1990",68 years 09 months,"380000"
103.9545084,1.3657606,2020-07,PASIR RIS,4 ROOM,"125",PASIR RIS ST 11,125 PASIR RIS ST 11,01 TO 03,"106",Model A,"1989",67 years 08 months,"363000"
103.9609451,1.3690908,2020-07,PASIR RIS,4 ROOM,"216",PASIR RIS ST 21,216 PASIR RIS ST 21,10 TO 12,"108",Model A,"1993",72 years 01 month,"410000"
103.9476686,1.3713834,2020-07,PASIR RIS,4 ROOM,524A,PASIR RIS ST 51,524A PASIR RIS ST 51,04 TO 06,"93",Model A,"2015",94 years 01 month,"487000"
103.9471975,1.3687977,2020-07,PASIR RIS,4 ROOM,526D,PASIR RIS ST 51,526D PASIR RIS ST 51,01 TO 03,"93",Model A,"2015",94 years 01 month,"480000"
103.9473091,1.3692581,2020-07,PASIR RIS,4 ROOM,525A,PASIR RIS ST 51,525A PASIR RIS ST 51,01 TO 03,"93",Model A,"2015",94 years,"498000"
103.9476686,1.3713834,2020-07,PASIR RIS,4 ROOM,524A,PASIR RIS ST 51,524A PASIR RIS ST 51,10 TO 12,"93",Model A,"2015",94 years,"537000"
103.9471975,1.3687977,2020-07,PASIR RIS,4 ROOM,526D,PASIR RIS ST 51,526D PASIR RIS ST 51,07 TO 09,"93",Model A,"2015",94 years,"520000"
103.9471975,1.3687977,2020-07,PASIR RIS,4 ROOM,526D,PASIR RIS ST 51,526D PASIR RIS ST 51,07 TO 09,"93",Model A,"2015",94 years,"528000"
103.9480089,1.3706533,2020-07,PASIR RIS,4 ROOM,528B,PASIR RIS ST 51,528B PASIR RIS ST 51,01 TO 03,"93",Model A,"2015",94 years,"482000"
103.9480089,1.3706533,2020-07,PASIR RIS,4 ROOM,528B,PASIR RIS ST 51,528B PASIR RIS ST 51,07 TO 09,"93",Model A,"2015",94 years,"525000"
103.9471496,1.3684157,2020-07,PASIR RIS,4 ROOM,526C,PASIR RIS ST 51,526C PASIR RIS ST 51,13 TO 15,"93",Model A,"2015",94 years,"543000"
103.9516981,1.3664363,2020-07,PASIR RIS,4 ROOM,"559",PASIR RIS ST 51,559 PASIR RIS ST 51,01 TO 03,"104",Model A,"1993",72 years,"355000"
103.9477075,1.3710288,2020-07,PASIR RIS,4 ROOM,524B,PASIR RIS ST 51,524B PASIR RIS ST 51,04 TO 06,"93",Model A,"2015",94 years,"500000"
