Address,Latitude,Longitude
503A CANBERRA LINK,1.4505169,103.8216714
305 CANBERRA RD,1.4456164,103.8217393
423 CANBERRA RD,1.4536959,103.8181393
502A WELLINGTON CIRCLE,1.4511253,103.8212412
501D WELLINGTON CIRCLE,1.4510263,103.8223959
447B JLN KAYU,1.392604,103.873258
447A JLN KAYU,1.3922492,103.8725797
447A JLN KAYU,1.3922492,103.8725797
448B SENGKANG WEST WAY,1.393396,103.873174
414A FERNVALE LINK,1.3902473,103.8799924
414B FERNVALE LINK,1.3900331,103.8796244
414B FERNVALE LINK,1.3900331,103.8796244
445A FERNVALE RD,1.392091,103.87442
279C SENGKANG EAST AVE,1.3857605,103.8925138
281A SENGKANG EAST AVE,1.3860772,103.8916303
279A SENGKANG EAST AVE,1.3858305,103.8930575
448B SENGKANG WEST WAY,1.393396,103.873174
450B SENGKANG WEST WAY,1.393948,103.873277
336D ANCHORVALE CRES,1.3979889,103.8882097
334C ANCHORVALE CRES,1.3974262,103.8899219
336D ANCHORVALE CRES,1.3979889,103.8882097
335C ANCHORVALE CRES,1.3985246,103.8881817
334A ANCHORVALE CRES,1.3979791,103.8898407
333A ANCHORVALE LINK,1.394646,103.8909347
305C ANCHORVALE LINK,1.389079,103.888002
333C ANCHORVALE LINK,1.3945557,103.8907509
326C ANCHORVALE RD,1.3957547,103.8879831
327C ANCHORVALE RD,1.3961174,103.8886174
327C ANCHORVALE RD,1.3961174,103.8886174
317B ANCHORVALE RD,1.393881,103.8887533
317A ANCHORVALE RD,1.39392,103.8876954
331C ANCHORVALE ST,1.3955977,103.8897048
331C ANCHORVALE ST,1.3955977,103.8897048
330A ANCHORVALE ST,1.3965495,103.889886
330A ANCHORVALE ST,1.3965495,103.889886
331B ANCHORVALE ST,1.3956678,103.8902484
331B ANCHORVALE ST,1.3956678,103.8902484
330A ANCHORVALE ST,1.3965495,103.889886
331C ANCHORVALE ST,1.3955977,103.8897048
264F COMPASSVALE BOW,1.381716,103.8952879
266B COMPASSVALE BOW,1.3826741,103.8970673
266B COMPASSVALE BOW,1.3826741,103.8970673
209C COMPASSVALE LANE,1.3839649,103.89907
213B COMPASSVALE LANE,1.3856303,103.9008439
211D COMPASSVALE LANE,1.3849149,103.8999769
211C COMPASSVALE LANE,1.3851892,103.8992953
211C COMPASSVALE LANE,1.3851892,103.8992953
265B COMPASSVALE LINK,1.38223,103.895741
277B COMPASSVALE LINK,1.382338,103.894509
265C COMPASSVALE LINK,1.382146,103.896062
277A COMPASSVALE LINK,1.381886,103.894502
277A COMPASSVALE LINK,1.381886,103.894502
273A COMPASSVALE LINK,1.3841356,103.8949983
269D COMPASSVALE LINK,1.3834696,103.8967576
203A COMPASSVALE RD,1.3865313,103.8953455
249 COMPASSVALE RD,1.391772,103.8991659
247 COMPASSVALE RD,1.392129,103.899267
298C COMPASSVALE ST,1.3964075,103.9014441
235 COMPASSVALE WALK,1.3909,103.899558
403D FERNVALE LANE,1.3883967,103.8731682
440C FERNVALE LINK,1.3925706,103.8781754
414B FERNVALE LINK,1.3900331,103.8796244
430A FERNVALE LINK,1.3939062,103.8784692
430A FERNVALE LINK,1.3939062,103.8784692
415A FERNVALE LINK,1.3891156,103.8794171
416A FERNVALE LINK,1.3904754,103.8798259
430B FERNVALE LINK,1.3939628,103.8787318
440A FERNVALE LINK,1.3933103,103.8787409
415A FERNVALE LINK,1.3891156,103.8794171
415C FERNVALE LINK,1.3895201,103.8805629
414A FERNVALE LINK,1.3902473,103.8799924
416C FERNVALE LINK,1.3898643,103.8797571
440A FERNVALE LINK,1.3933103,103.8787409
416A FERNVALE LINK,1.3904754,103.8798259
416B FERNVALE LINK,1.3905228,103.8803694
410A FERNVALE RD,1.3897633,103.8761059
441D FERNVALE RD,1.3922388,103.8754529
453D FERNVALE RD,1.3934239,103.8755991
411B FERNVALE RD,1.39004,103.877083
436A FERNVALE RD,1.3931682,103.8765685
411A FERNVALE RD,1.390323,103.8771101
435B FERNVALE RD,1.393283,103.876665
453B FERNVALE RD,1.3938878,103.875434
441A FERNVALE RD,1.3912255,103.8751425
178B RIVERVALE CRES,1.3885857,103.9101848
178C RIVERVALE CRES,1.3887301,103.9105474
150 RIVERVALE CRES,1.3924541,103.9060434
155 RIVERVALE CRES,1.3908197,103.907341
156 RIVERVALE CRES,1.3910197,103.9075567
156 RIVERVALE CRES,1.3910197,103.9075567
178A RIVERVALE CRES,1.3891201,103.9096637
180C RIVERVALE CRES,1.3895416,103.9096411
180C RIVERVALE CRES,1.3895416,103.9096411
119C RIVERVALE DR,1.384721,103.903279
140 RIVERVALE ST,1.3892897,103.9037255
106 RIVERVALE WALK,1.382547,103.9003079
272A SENGKANG CTRL,1.385281,103.893953
271A SENGKANG CTRL,1.3859167,103.8948843
281B SENGKANG EAST AVE,1.3857632,103.8920607
282A SENGKANG EAST AVE,1.385323,103.8921513
280B SENGKANG EAST AVE,1.3861301,103.8919701
281B SENGKANG EAST AVE,1.3857632,103.8920607
282A SENGKANG EAST AVE,1.385323,103.8921513
280B SENGKANG EAST AVE,1.3861301,103.8919701
121C SENGKANG EAST WAY,1.3863424,103.9054723
438A SENGKANG WEST AVE,1.392754,103.877419
438A SENGKANG WEST AVE,1.392754,103.877419
451A SENGKANG WEST WAY,1.3944327,103.874039
336B ANCHORVALE CRES,1.3975255,103.8890931
336D ANCHORVALE CRES,1.3979889,103.8882097
335B ANCHORVALE CRES,1.3986947,103.8885239
332C ANCHORVALE LINK,1.3951513,103.8914065
305A ANCHORVALE LINK,1.3885328,103.8885556
316A ANCHORVALE LINK,1.392474,103.889503
305A ANCHORVALE LINK,1.3885328,103.8885556
313C ANCHORVALE RD,1.3919558,103.8880837
331A ANCHORVALE ST,1.3961621,103.8903164
290A COMPASSVALE CRES,1.39603,103.897382
201A COMPASSVALE DR,1.38875,103.893254
256 COMPASSVALE RD,1.3939111,103.8990738
203B COMPASSVALE RD,1.386902,103.894636
299A COMPASSVALE ST,1.3958878,103.9023912
299B COMPASSVALE ST,1.3970486,103.9013264
228B COMPASSVALE WALK,1.387903,103.901196
236 COMPASSVALE WALK,1.3904952,103.8994592
416A FERNVALE LINK,1.3904754,103.8798259
413B FERNVALE LINK,1.3897409,103.8784596
440C FERNVALE LINK,1.3925706,103.8781754
415A FERNVALE LINK,1.3891156,103.8794171
413B FERNVALE LINK,1.3897409,103.8784596
430A FERNVALE LINK,1.3939062,103.8784692
416B FERNVALE LINK,1.3905228,103.8803694
440C FERNVALE LINK,1.3925706,103.8781754
440C FERNVALE LINK,1.3925706,103.8781754
415A FERNVALE LINK,1.3891156,103.8794171
412A FERNVALE LINK,1.3892188,103.8779256
407A FERNVALE RD,1.3883477,103.8753009
406C FERNVALE RD,1.388826,103.8745525
472C FERNVALE ST,1.3963814,103.881278
148 RIVERVALE CRES,1.3911315,103.9052468
190A RIVERVALE DR,1.395207,103.902973
192C RIVERVALE DR,1.394314,103.902995
193 RIVERVALE DR,1.3932795,103.9019417
196 RIVERVALE DR,1.392721,103.90326
128 RIVERVALE ST,1.390388,103.9029349
141 RIVERVALE ST,1.3894089,103.904116
134 RIVERVALE ST,1.3878755,103.9048083
101 RIVERVALE WALK,1.382678,103.899465
282C SENGKANG EAST AVE,1.3851743,103.8925138
282B SENGKANG EAST AVE,1.3848844,103.8919701
282B SENGKANG EAST AVE,1.3848844,103.8919701
200B SENGKANG EAST RD,1.387111,103.892584
202C SENGKANG EAST RD,1.387665,103.89283
121D SENGKANG EAST WAY,1.3858111,103.905495
261D SENGKANG EAST WAY,1.393531,103.894507
433B SENGKANG WEST WAY,1.3942122,103.8776645
451A SENGKANG WEST WAY,1.3944327,103.874039
451B SENGKANG WEST WAY,1.3945086,103.8746667
469B SENGKANG WEST WAY,1.3958543,103.8775179
313D ANCHORVALE RD,1.392022,103.887708
313D ANCHORVALE RD,1.392022,103.887708
204D COMPASSVALE DR,1.387542,103.895347
205A COMPASSVALE LANE,1.3858607,103.8972032
226C COMPASSVALE WALK,1.3881347,103.8998538
120C RIVERVALE DR,1.385129,103.904015
136 RIVERVALE ST,1.3891187,103.9050325
324C SENGKANG EAST WAY,1.39255,103.8918
230 SERANGOON AVE 4,1.3561547,103.8695902
225 SERANGOON AVE 4,1.3568838,103.8701338
209 SERANGOON CTRL,1.354295,103.8743026
261 SERANGOON CTRL DR,1.3539372,103.872293
107 SERANGOON NTH AVE 1,1.3698481,103.8701338
108 SERANGOON NTH AVE 1,1.3698399,103.8709533
107 SERANGOON NTH AVE 1,1.3698481,103.8701338
239 SERANGOON AVE 2,1.3533056,103.8684124
334 SERANGOON AVE 3,1.3501617,103.8707453
219 SERANGOON AVE 4,1.3583317,103.8721297
419 SERANGOON CTRL,1.3490651,103.8756855
111 SERANGOON NTH AVE 1,1.3691006,103.8704375
101 SERANGOON NTH AVE 1,1.3710196,103.8702244
144 SERANGOON NTH AVE 1,1.3677728,103.8729417
136 SERANGOON NTH AVE 2,1.3681279,103.8749385
548 SERANGOON NTH AVE 3,1.373165,103.870599
547 SERANGOON NTH AVE 3,1.3738667,103.8707652
553 SERANGOON NTH AVE 3,1.3716673,103.8714968
538 SERANGOON NTH AVE 4,1.3749128,103.8733494
538 SERANGOON NTH AVE 4,1.3749128,103.8733494
528 SERANGOON NTH AVE 4,1.3713674,103.8722169
530 SERANGOON NTH AVE 4,1.373344,103.8725807
205 SERANGOON CTRL,1.3529041,103.8736675
116 SERANGOON NTH AVE 1,1.3685165,103.8715873
534 SERANGOON NTH AVE 4,1.3742658,103.8745082
322 SERANGOON AVE 3,1.3518401,103.8685936
123 SERANGOON NTH AVE 1,1.3668998,103.8723106
123 SERANGOON NTH AVE 1,1.3668998,103.8723106
539 SERANGOON NTH AVE 4,1.3749606,103.8719486
299A TAMPINES ST 22,1.3502,103.953924
890B TAMPINES AVE 1,1.3469778,103.9337203
890A TAMPINES AVE 1,1.3467722,103.9341573
890A TAMPINES AVE 1,1.3467722,103.9341573
869B TAMPINES AVE 8,1.3547668,103.9326134
523B TAMPINES CTRL 7,1.3600162,103.9384406
523B TAMPINES CTRL 7,1.3600162,103.9384406
519A TAMPINES CTRL 8,1.3562505,103.9401179
112 TAMPINES ST 11,1.3462368,103.9475961
103 TAMPINES ST 11,1.3476411,103.94619
108 TAMPINES ST 11,1.3478594,103.9486159
258 TAMPINES ST 21,1.354365,103.950157
246 TAMPINES ST 21,1.35308,103.947304
237 TAMPINES ST 21,1.3555538,103.9471655
205 TAMPINES ST 21,1.3517191,103.9519701
244 TAMPINES ST 21,1.3537738,103.9471203
261 TAMPINES ST 21,1.3542865,103.9510635
287 TAMPINES ST 22,1.3492182,103.9540551
225 TAMPINES ST 23,1.3551473,103.9540551
221 TAMPINES ST 24,1.3551574,103.9523327
412 TAMPINES ST 41,1.3594393,103.946259
417 TAMPINES ST 41,1.3587932,103.9471881
408 TAMPINES ST 41,1.3587863,103.9452618
446 TAMPINES ST 42,1.3579473,103.9509729
494D TAMPINES ST 43,1.3636033,103.9531888
813 TAMPINES ST 81,1.3469787,103.9364691
897A TAMPINES ST 81,1.347498,103.9352907
850 TAMPINES ST 82,1.3530596,103.9360333
875 TAMPINES ST 84,1.3527154,103.9318463
877 TAMPINES ST 84,1.3525711,103.9314837
925 TAMPINES ST 91,1.3463668,103.9410013
163 SIMEI RD,1.3460403,103.9593132
107 SIMEI ST 1,1.3423571,103.9508822
124 SIMEI ST 1,1.3460042,103.9529673
127 SIMEI ST 1,1.3466001,103.9543044
228 SIMEI ST 4,1.3424926,103.9558909
890A TAMPINES AVE 1,1.3467722,103.9341573
890B TAMPINES AVE 1,1.3469778,103.9337203
890B TAMPINES AVE 1,1.3469778,103.9337203
890B TAMPINES AVE 1,1.3469778,103.9337203
807 TAMPINES AVE 4,1.3458829,103.9361065
811 TAMPINES AVE 4,1.3465343,103.9373755
390 TAMPINES AVE 7,1.3561324,103.957704
522A TAMPINES CTRL 7,1.3577782,103.9384669
523A TAMPINES CTRL 7,1.3594161,103.9385227
524B TAMPINES CTRL 7,1.3586053,103.9385288
519A TAMPINES CTRL 8,1.3562505,103.9401179
519A TAMPINES CTRL 8,1.3562505,103.9401179
520C TAMPINES CTRL 8,1.3566014,103.9397682
519C TAMPINES CTRL 8,1.3562179,103.9400496
519A TAMPINES CTRL 8,1.3562505,103.9401179
112 TAMPINES ST 11,1.3462368,103.9475961
164 TAMPINES ST 12,1.3495577,103.9460777
166 TAMPINES ST 12,1.3488236,103.9464403
145 TAMPINES ST 12,1.3487663,103.9437208
166 TAMPINES ST 12,1.3488236,103.9464403
248 TAMPINES ST 21,1.3521081,103.9472639
258 TAMPINES ST 21,1.354365,103.950157
259 TAMPINES ST 21,1.3550981,103.9499757
243 TAMPINES ST 21,1.354673,103.947203
275 TAMPINES ST 22,1.3478488,103.9504289
295 TAMPINES ST 22,1.3508232,103.9549617
228 TAMPINES ST 23,1.3555834,103.9545991
221 TAMPINES ST 24,1.3551574,103.9523327
389 TAMPINES ST 32,1.3547589,103.9578627
340 TAMPINES ST 33,1.3511706,103.9599576
357 TAMPINES ST 33,1.3540772,103.961761
317 TAMPINES ST 33,1.3517641,103.9567748
342 TAMPINES ST 33,1.3510756,103.9618517
367 TAMPINES ST 34,1.3581446,103.9602324
367 TAMPINES ST 34,1.3581446,103.9602324
406 TAMPINES ST 41,1.3581418,103.945919
423 TAMPINES ST 41,1.3571596,103.9479813
489B TAMPINES ST 45,1.361324,103.957485
717 TAMPINES ST 72,1.3588465,103.9350188
742 TAMPINES ST 72,1.3597095,103.9334677
735 TAMPINES ST 72,1.359584,103.9341123
735 TAMPINES ST 72,1.359584,103.9341123
898A TAMPINES ST 81,1.3466491,103.9346465
842 TAMPINES ST 82,1.3517954,103.9358119
856 TAMPINES ST 82,1.3534941,103.9363784
869 TAMPINES ST 83,1.3546824,103.9334779
839 TAMPINES ST 83,1.3511809,103.9344976
884 TAMPINES ST 83,1.3515762,103.9326168
843 TAMPINES ST 83,1.3517452,103.9350188
934 TAMPINES ST 91,1.3452736,103.9401855
927 TAMPINES ST 91,1.346344,103.940079
931 TAMPINES ST 91,1.3458655,103.9390978
934 TAMPINES ST 91,1.3452736,103.9401855
167D SIMEI LANE,1.3428869,103.9590617
167A SIMEI LANE,1.3435347,103.9593961
107 SIMEI ST 1,1.3423571,103.9508822
153 SIMEI ST 1,1.3452475,103.9572281
149 SIMEI ST 1,1.3459136,103.9559589
228 SIMEI ST 4,1.3424926,103.9558909
245 SIMEI ST 5,1.3444236,103.9541911
945 TAMPINES AVE 4,1.3509808,103.9405481
394 TAMPINES AVE 7,1.3551361,103.9559589
485A TAMPINES AVE 9,1.3600201,103.9557119
493B TAMPINES AVE 9,1.3622378,103.9520868
523A TAMPINES CTRL 7,1.3594161,103.9385227
523A TAMPINES CTRL 7,1.3594161,103.9385227
523D TAMPINES CTRL 7,1.3594552,103.9389829
518D TAMPINES CTRL 7,1.3563165,103.9388485
523C TAMPINES CTRL 7,1.3600683,103.9389165
524A TAMPINES CTRL 7,1.3586053,103.9385288
518B TAMPINES CTRL 7,1.3563154,103.9386044
165 TAMPINES ST 12,1.3492644,103.9461683
254 TAMPINES ST 21,1.3530532,103.9491598
278 TAMPINES ST 22,1.3468188,103.9513355
343 TAMPINES ST 33,1.351884,103.9613077
350 TAMPINES ST 33,1.3538497,103.963121
432 TAMPINES ST 41,1.3588226,103.9504721
450A TAMPINES ST 42,1.3583791,103.952242
497C TAMPINES ST 45,1.3582685,103.958588
711 TAMPINES ST 71,1.3585414,103.9371036
722 TAMPINES ST 72,1.3599405,103.9357439
888A TAMPINES ST 81,1.3508579,103.931033
842B TAMPINES ST 82,1.3513691,103.936741
868 TAMPINES ST 83,1.3546045,103.9342936
876 TAMPINES ST 84,1.3531584,103.9312118
876 TAMPINES ST 84,1.3531584,103.9312118
912 TAMPINES ST 91,1.349451,103.9392791
229 SIMEI ST 4,1.3431139,103.9560269
892A TAMPINES AVE 8,1.3488673,103.9295576
892A TAMPINES AVE 8,1.3488673,103.9295576
328 TAMPINES ST 32,1.3535108,103.9584973
894 TAMPINES ST 81,1.3488346,103.9320276
856C TAMPINES ST 82,1.3529026,103.9373755
160 LOR 1 TOA PAYOH,1.3308918,103.8450399
54 LOR 5 TOA PAYOH,1.3373801,103.8502901
100 LOR 1 TOA PAYOH,1.339583,103.8484821
110 LOR 1 TOA PAYOH,1.3414985,103.8463986
108 LOR 1 TOA PAYOH,1.3415664,103.8473045
116 LOR 2 TOA PAYOH,1.3404772,103.8457645
95 LOR 4 TOA PAYOH,1.3388478,103.8490256
85A LOR 4 TOA PAYOH,1.3363302,103.8492944
57 LOR 5 TOA PAYOH,1.3370817,103.8512847
102 POTONG PASIR AVE 1,1.3336834,103.8687748
108 POTONG PASIR AVE 1,1.3350245,103.8678461
114 POTONG PASIR AVE 1,1.3367162,103.8632483
104 POTONG PASIR AVE 1,1.3343451,103.8692235
120 POTONG PASIR AVE 1,1.3355108,103.8635061
177 TOA PAYOH CTRL,1.3338853,103.8487182
26 TOA PAYOH EAST,1.3328732,103.8569068
207 TOA PAYOH NTH,1.3424025,103.8451531
251 KIM KEAT LINK,1.3315722,103.8571926
152 LOR 2 TOA PAYOH,1.3341078,103.8458551
121 LOR 2 TOA PAYOH,1.3391936,103.8461722
146 LOR 2 TOA PAYOH,1.3346564,103.8465287
226 LOR 8 TOA PAYOH,1.3394638,103.8569953
105 POTONG PASIR AVE 1,1.3344885,103.8687748
145 POTONG PASIR AVE 2,1.3323852,103.8660583
79B TOA PAYOH CTRL,1.3347825,103.8479877
79A TOA PAYOH CTRL,1.3347803,103.84777
79E TOA PAYOH CTRL,1.3348562,103.8498347
208 TOA PAYOH NTH,1.341957,103.845176
208 TOA PAYOH NTH,1.341957,103.845176
200 TOA PAYOH NTH,1.3413981,103.8511091
8 JOO SENG RD,1.335219,103.878805
238 LOR 1 TOA PAYOH,1.3402241,103.851562
238 LOR 1 TOA PAYOH,1.3402241,103.851562
153 LOR 2 TOA PAYOH,1.3335964,103.8456739
121 LOR 2 TOA PAYOH,1.3391936,103.8461722
215 LOR 8 TOA PAYOH,1.3418215,103.8550074
224 LOR 8 TOA PAYOH,1.3412302,103.8560016
229 LOR 8 TOA PAYOH,1.3387228,103.8591683
223 LOR 8 TOA PAYOH,1.3413048,103.8555498
780B WOODLANDS CRES,1.4488874,103.8011584
780F WOODLANDS CRES,1.448315,103.8009103
780B WOODLANDS CRES,1.4488874,103.8011584
780A WOODLANDS CRES,1.4490109,103.8007861
780B WOODLANDS CRES,1.4488874,103.8011584
1 MARSILING DR,1.4406299,103.7757377
206 MARSILING DR,1.4453471,103.7733621
202 MARSILING DR,1.4431022,103.775057
12 MARSILING LANE,1.4411312,103.7784392
17 MARSILING LANE,1.4426402,103.7777532
180A MARSILING RD,1.4390694,103.7781875
125 MARSILING RISE,1.4385182,103.779564
571C WOODLANDS AVE 1,1.43037,103.789926
886A WOODLANDS DR 50,1.438512,103.7947853
886D WOODLANDS DR 50,1.4378366,103.7944852
886B WOODLANDS DR 50,1.4382833,103.7944144
316 WOODLANDS ST 31,1.4314935,103.776033
313 WOODLANDS ST 31,1.4308324,103.7761235
5 MARSILING DR,1.4394594,103.7750008
368 WOODLANDS AVE 1,1.4331895,103.7867168
755 WOODLANDS AVE 4,1.4453348,103.7931456
618 WOODLANDS AVE 4,1.4336421,103.796677
618 WOODLANDS AVE 4,1.4336421,103.796677
366 WOODLANDS AVE 5,1.4338444,103.7876222
626 WOODLANDS AVE 6,1.4336921,103.8004802
722 WOODLANDS AVE 6,1.4453348,103.7990766
765 WOODLANDS CIRCLE,1.4459555,103.7966544
738 WOODLANDS CIRCLE,1.444239,103.797443
779 WOODLANDS CRES,1.4475658,103.8003896
782D WOODLANDS CRES,1.4480734,103.8027865
787C WOODLANDS CRES,1.4448456,103.8010235
780E WOODLANDS CRES,1.4480351,103.8015389
782B WOODLANDS CRES,1.4471739,103.8031968
782B WOODLANDS CRES,1.4471739,103.8031968
780D WOODLANDS CRES,1.448315,103.8009103
511 WOODLANDS DR 14,1.4333604,103.788754
515 WOODLANDS DR 14,1.4347819,103.7903386
899B WOODLANDS DR 50,1.4361452,103.7954093
896B WOODLANDS DR 50,1.4371901,103.7926023
886B WOODLANDS DR 50,1.4382833,103.7944144
886C WOODLANDS DR 50,1.4386113,103.7947589
623 WOODLANDS DR 52,1.4348177,103.7986944
683C WOODLANDS DR 62,1.4412347,103.8032874
715 WOODLANDS DR 70,1.4421561,103.7996879
711 WOODLANDS DR 70,1.4411976,103.7974014
687B WOODLANDS DR 75,1.4419076,103.8072266
640 WOODLANDS RING RD,1.4381574,103.8023818
606 WOODLANDS RING RD,1.4367042,103.7970166
657 WOODLANDS RING RD,1.4367129,103.7985786
639 WOODLANDS RING RD,1.4376386,103.8031968
611 WOODLANDS RING RD,1.4354763,103.7967676
607 WOODLANDS RING RD,1.4366529,103.7964053
168 WOODLANDS ST 11,1.4329581,103.7765762
146 WOODLANDS ST 13,1.4360928,103.7740864
108 WOODLANDS ST 13,1.4371846,103.7815558
177 WOODLANDS ST 13,1.4343437,103.7780248
335 WOODLANDS ST 32,1.4297772,103.7806504
437 WOODLANDS ST 41,1.4269516,103.7746749
424 WOODLANDS ST 41,1.4273174,103.774856
825 WOODLANDS ST 81,1.4388967,103.7896142
825 WOODLANDS ST 81,1.4388967,103.7896142
843 WOODLANDS ST 82,1.4431347,103.7927834
845 WOODLANDS ST 82,1.4427677,103.7927834
860 WOODLANDS ST 83,1.4394237,103.7939197
216 MARSILING LANE,1.4471161,103.7721794
137 MARSILING RD,1.4384604,103.7770289
351 WOODLANDS AVE 1,1.4321764,103.7843626
614 WOODLANDS AVE 4,1.4345062,103.7963827
755 WOODLANDS AVE 4,1.4453348,103.7931456
742 WOODLANDS CIRCLE,1.4440513,103.7964032
782E WOODLANDS CRES,1.4478324,103.8025265
787C WOODLANDS CRES,1.4448456,103.8010235
777 WOODLANDS CRES,1.4480107,103.7996652
535 WOODLANDS DR 14,1.4311751,103.792059
505 WOODLANDS DR 14,1.4321347,103.7911535
582 WOODLANDS DR 16,1.4302348,103.7958168
582 WOODLANDS DR 16,1.4302348,103.7958168
586 WOODLANDS DR 16,1.4287737,103.7947302
587 WOODLANDS DR 16,1.4286225,103.7954546
706 WOODLANDS DR 40,1.4398293,103.7967167
551 WOODLANDS DR 44,1.4331361,103.7954093
895C WOODLANDS DR 50,1.4359382,103.7927315
895A WOODLANDS DR 50,1.4360241,103.7912441
786C WOODLANDS DR 60,1.4458899,103.8013178
684C WOODLANDS DR 62,1.4415238,103.8040118
673 WOODLANDS DR 71,1.4391631,103.7999822
796 WOODLANDS DR 72,1.4431443,103.8031063
684D WOODLANDS DR 73,1.4413742,103.8044646
689E WOODLANDS DR 75,1.4439551,103.8084944
689A WOODLANDS DR 75,1.4445088,103.8079963
689B WOODLANDS DR 75,1.4445799,103.8083586
629 WOODLANDS RING RD,1.4342008,103.8012952
649 WOODLANDS RING RD,1.4389732,103.8010235
628B WOODLANDS RING RD,1.4341688,103.8005255
628B WOODLANDS RING RD,1.4341688,103.8005255
655 WOODLANDS RING RD,1.4375948,103.7983975
661 WOODLANDS RING RD,1.4354641,103.7987597
414 WOODLANDS ST 41,1.4280521,103.7733847
864 WOODLANDS ST 83,1.440918,103.7951376
141 MARSILING RD,1.4373587,103.7771194
788D WOODLANDS CRES,1.4439563,103.8023818
583 WOODLANDS DR 16,1.4304947,103.7953187
893B WOODLANDS DR 50,1.4366084,103.7909159
636 WOODLANDS RING RD,1.436772,103.802687
637 WOODLANDS RING RD,1.4373501,103.8023818
805 WOODLANDS ST 81,1.4406729,103.78726
818 WOODLANDS ST 82,1.4416821,103.7900573
832 WOODLANDS ST 83,1.4396616,103.790565
869 WOODLANDS ST 83,1.4429149,103.7939539
459 YISHUN AVE 11,1.4210114,103.846308
459 YISHUN AVE 11,1.4210114,103.846308
347A YISHUN AVE 11,1.4279306,103.8425036
424A YISHUN AVE 11,1.4231369,103.8489155
784 YISHUN AVE 2,1.4218328,103.8334964
773 YISHUN AVE 3,1.4232207,103.8329022
704 YISHUN AVE 5,1.4293745,103.8289534
704 YISHUN AVE 5,1.4293745,103.8289534
740 YISHUN AVE 5,1.430266,103.8323568
399 YISHUN AVE 6,1.4275343,103.8473045
342B YISHUN RING RD,1.4303552,103.8449266
353 YISHUN RING RD,1.4261543,103.8450399
353 YISHUN RING RD,1.4261543,103.8450399
117 YISHUN RING RD,1.4355227,103.8276383
103 YISHUN RING RD,1.4319016,103.8289483
452 YISHUN RING RD,1.4220478,103.8447681
118 YISHUN RING RD,1.436015,103.8284641
811 YISHUN RING RD,1.416445,103.832054
402 YISHUN RING RD,1.426591,103.8473312
621 YISHUN RING RD,1.418718,103.834919
402 YISHUN RING RD,1.426591,103.8473312
108 YISHUN RING RD,1.432342,103.8290981
114 YISHUN RING RD,1.4343372,103.8268338
147 YISHUN ST 11,1.4313561,103.831804
134 YISHUN ST 11,1.43244,103.83125
148 YISHUN ST 11,1.4319165,103.8323869
204 YISHUN ST 21,1.4306109,103.836163
219 YISHUN ST 21,1.433338,103.83597
234 YISHUN ST 21,1.4344091,103.8376494
505B YISHUN ST 51,1.4192489,103.8448671
627 YISHUN ST 61,1.4176952,103.836797
641 YISHUN ST 61,1.4207865,103.8380878
718 YISHUN ST 71,1.42677,103.8283736
431D YISHUN AVE 1,1.4201676,103.8471264
431A YISHUN AVE 1,1.4201968,103.8475762
432A YISHUN AVE 1,1.4195399,103.8470327
428B YISHUN AVE 11,1.4221474,103.847516
424C YISHUN AVE 11,1.422952,103.8490538
430B YISHUN AVE 11,1.4211628,103.8485871
423 YISHUN AVE 11,1.42269,103.8481197
429A YISHUN AVE 11,1.4220918,103.8495691
425 YISHUN AVE 11,1.4222482,103.8484553
440 YISHUN AVE 11,1.422404,103.8464892
347A YISHUN AVE 11,1.4279306,103.8425036
426C YISHUN AVE 11,1.4231527,103.8463228
429A YISHUN AVE 11,1.4220918,103.8495691
429A YISHUN AVE 11,1.4220918,103.8495691
426B YISHUN AVE 11,1.4233711,103.8461347
423 YISHUN AVE 11,1.42269,103.8481197
348C YISHUN AVE 11,1.4269717,103.8422562
430A YISHUN AVE 11,1.4211079,103.8486545
772 YISHUN AVE 3,1.423719,103.8324504
660 YISHUN AVE 4,1.4219282,103.8403296
653 YISHUN AVE 4,1.4231612,103.8396276
393 YISHUN AVE 6,1.4285536,103.8485727
403 YISHUN AVE 6,1.4269743,103.8488897
315A YISHUN AVE 9,1.4324057,103.8425941
316A YISHUN AVE 9,1.4332856,103.8426847
315A YISHUN AVE 9,1.4324057,103.8425941
316B YISHUN AVE 9,1.4328459,103.8425941
315A YISHUN AVE 9,1.4324057,103.8425941
318C YISHUN AVE 9,1.4334279,103.8434094
321 YISHUN CTRL,1.4291117,103.841326
310 YISHUN RING RD,1.4320386,103.841355
624 YISHUN RING RD,1.4177206,103.8351922
241 YISHUN RING RD,1.4321146,103.83922
331 YISHUN RING RD,1.4306414,103.8431376
116 YISHUN RING RD,1.4350887,103.8279473
237 YISHUN RING RD,1.4333825,103.8388803
781 YISHUN RING RD,1.4221972,103.8326561
853 YISHUN RING RD,1.416467,103.8367449
451 YISHUN RING RD,1.4220824,103.8446537
157 YISHUN ST 11,1.432295,103.834008
296 YISHUN ST 20,1.4353741,103.8354275
228 YISHUN ST 21,1.4353956,103.8375364
269 YISHUN ST 22,1.437116,103.8403296
335A YISHUN ST 31,1.4332389,103.8444953
334D YISHUN ST 31,1.4324022,103.8466841
335A YISHUN ST 31,1.4332389,103.8444953
335B YISHUN ST 31,1.4325235,103.8439617
334B YISHUN ST 31,1.4326242,103.8454922
334A YISHUN ST 31,1.4317357,103.846204
334D YISHUN ST 31,1.4324022,103.8466841
